,Code,Description
3282,13420,"Washington, MO: Washington Regional"
3283,13421,"Moa, Cuba: Orestes Acosta"
3284,13422,"Mobile, AL: Mobile Regional"
3285,13423,"Montes Claros, Brazil: Mario Ribeiro"
3286,13424,"Modesto, CA: Modesto City-County-Harry Sham Field"
3287,13425,"Mong Hsat, Burma: Mong Hsat Airport"
3288,13426,"Molde, Norway: Aro"
3289,13427,"Moudjeria, Mauritania: Moudjeria Ledfotar"
3290,13428,"Mount Cook, New Zealand: Mount Cook Airport"
3291,13429,"Mount Pleasant, MI: Mount Pleasant Municipal"
3292,13430,"Morondava, Madagascar: Morondava Airport"
3293,13431,"Morristown, TN: Moore-Murrell"
3294,13432,"Moses Point, AK: Moses Point Airport"
3295,13433,"Minot, ND: Minot International"
3296,13434,"Mountain Village, AK: Mountain Village Airport"
3297,13435,"Moscow, Russia: Moscow Metropolitan Area"
3298,13437,"Monterrey, Colombia: Monterrey Airport"
3299,13438,"Moorea Island, French Polynesia: Temae"
3300,13439,"Miami, FL: Watson Island International"
3301,13440,"Montpelier, ID: Montpelier Airport"
3302,13441,"Morrilton, AR: Petit Jean Park"
3303,13442,"Mokpo, South Korea: Mokpo Airport"
3304,13443,"Montpellier, France: Montpellier Mediterranee"
3305,13444,"Maputo, Mozambique: Maputo Airport"
3306,13445,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport"
3307,13446,"Mt. Pocono, PA: Pocono Mountains Municipal"
3308,13447,"McPherson, KS: McPherson Airport"
3309,13448,"Mount Pleasant, TX: Mount Pleasant Municipal"
3310,13449,"Maliana, Timor-Leste: Maliana Airport"
3311,13450,"Montpelier/Barre, VT: Edward F Knapp State"
3312,13451,"Miyanmin, Papua New Guinea: Miyanmin Airport"
3313,13452,"Macomb, IL: Macomb Municipal"
3314,13453,"Indianapolis, IN: Indianapolis Regional"
3315,13454,"Mildura, Australia: Mildura Airport"
3316,13455,"Mo I Rana, Norway: Rossvoll"
3317,13456,"Nelspruit, South Africa: Kruger Mpumalanga International"
3318,13457,"Moundou, Chad: Moundou Airport"
3319,13458,"Mustique, Saint Vincent and the Grenadines: Mustique Airport"
3320,13459,"Marquette, MI: Sawyer International"
3321,13460,"Mek'ele, Ethiopia: Mek'ele Airport"
3322,13461,"Smyrna, TN: Smyrna Airport"
3323,13462,"Misurata, Libya: Misrata International"
3324,13463,"Martinsburg, WV: Eastern WV Regional/Shepherd Field"
3325,13464,"Columbia, TN: Maury County"
3326,13465,"Merida, Venezuela: Alberto Carnevalli"
3327,13466,"Morehead City, NC: Beaufort Morehead City"
3328,13467,"Anchorage, AK: Merrill Field"
3329,13469,"Marco Island, FL: Marco Island Airport"
3330,13470,"Morganton, NC: Morganton Lenoir"
3331,13471,"Grand Case, Saint Martin: Grand Case Airport"
3332,13472,"Marseille, France: Marseille Provence"
3333,13473,"Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International"
3334,13474,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport"
3335,13475,"Margarita Island, Venezuela: Del Caribe International"
3336,13476,"Monterey, CA: Monterey Regional"
3337,13477,"Moree, Australia: Moree Airport"
3338,13478,"Grenada, MS: Grenada Municipal"
3339,13479,"Muskrat Dam, Canada: Muskrat Dam Airport"
3340,13480,"Mesa, AZ: Falcon Field"
3341,13481,"Manston, United Kingdom: Manston Airport"
3342,13482,"Masirah, Oman: Masirah Airport"
3343,13483,"Misawa, Japan: Misawa AB"
3344,13484,"Muscle Shoals, AL: Northwest Alabama Regional"
3345,13485,"Madison, WI: Dane County Regional-Truax Field"
3346,13486,"Missoula, MT: Missoula International"
3347,13487,"Minneapolis, MN: Minneapolis-St Paul International"
3348,13488,"Minsk, Belarus: Minsk 2"
3349,13490,"Massena, NY: Massena International-Richards Field"
3350,13491,"Maastricht, Netherlands: Maastricht Aachen"
3351,13492,"Maseru, Lesotho: Moshoeshoe I International"
3352,13493,"Monticello, NY: Sullivan County International"
3353,13494,"Massawa, Eritrea: Massawa International"
3354,13495,"New Orleans, LA: Louis Armstrong New Orleans International"
3355,13496,"Namibe, Angola: Yuri Gagarin"
3356,13497,"Colstrip, MT: Colstrip Airport"
3357,13498,"Mt. Clemens, MI: Selfridge Angb"
3358,13499,"Mt. Sandford, Australia: Mount Sanford Station"
3359,13500,"Monte Alegre, Brazil: Monte Alegre Airport"
3360,13501,"Marathon, FL: The Florida Keys Marathon International"
3361,13502,"Montrose/Delta, CO: Montrose Regional"
3362,13503,"Maitland, Australia: Maitland Airport"
3363,13504,"Metlakatla, AK: Metlakatala"
3364,13505,"Baltimore, MD: Martin State"
3365,13506,"Mattoon/Charleston, IL: Coles County Memorial"
3366,13507,"Montauk Point, NY: Sky Portal"
3367,13508,"Monteria, Colombia: Los Garzones"
3368,13509,"Manzini, Swaziland: Matsapha"
3369,13510,"Minatitlan, Mexico: Minatitlan Airport"
3370,13511,"Mota Lava, Vanuatu: Mota Lava Airport"
3371,13512,"Manitowoc, WI: Manitowoc County"
3372,13513,"Fairbanks, AK: Metro Field"
3373,13514,"Monterrey, Mexico: General Mariano Escobedo International"
3374,13515,"Masada, Israel: Israel Bar Yehuda"
3375,13516,"Munda, Solomon Islands: Munda Airport"
3376,13517,"Maun, Botswana: Maun Airport"
3377,13518,"Munich, Germany: Muenchen"
3378,13520,"Kamuela, HI: Waimea-Kohala"
3379,13521,"Mulege, Mexico: Mulege Airport"
3380,13522,"Mersa Matruh, Egypt: Mersa Matruh Airport"
3381,13523,"Moultrie, GA: Spence"
3382,13524,"Maturin, Venezuela: Jose Tadeo Monagas International"
3383,13525,"Mountain Home, ID: Mountain Home AFB"
3384,13526,"Marudi, Malaysia: Marudi Airport"
3385,13527,"Muscatine, IA: Muscatine Municipal"
3386,13528,"Multan, Pakistan: Multan International"
3387,13530,"Musoma, Tanzania: Musoma Airport"
3388,13531,"Mvengue, Gabon: Mvengue Airport"
3389,13532,"Montevideo, Uruguay: Carrasco International"
3390,13533,"Mossoro, Brazil: Dixsept Rosado"
3391,13534,"Mandeville, Jamaica: Marlboro"
3392,13535,"Morrisville, VT: Morrisville Stowe State"
3393,13536,"Kayenta, AZ: Kayenta Airport"
3394,13537,"Mount Vernon, IL: Mount Vernon Airport"
3395,13539,"Maroua, Cameroon: Salak"
3396,13540,"Burlington/Mount Vernon, WA: Skagit Regional"
3397,13541,"Martha's Vineyard, MA: Martha's Vineyard Airport"
3398,13543,"Marion/Herrin, IL: Veterans Airport of Southern Illinois"
3399,13544,"Milwaukee, WI: Lawrence J Timmerman"
3400,13545,"Mianwali, Pakistan: Mianwali Airport"
3401,13546,"Moses Lake, WA: Grant County International"
3402,13547,"Mineral Wells, TX: Mineral Wells Airport"
3403,13548,"Windom, MN: Windom Municipal"
3404,13549,"Middletown, OH: Middletown Regional/Hook Field"
3405,13550,"Magwe, Burma: Magway"
3406,13551,"Mwanza, Tanzania: Mwanza Airport"
3407,13552,"Masamba, Indonesia: Andi Jemma"
3408,13553,"Monticello, UT: Monticello Airport"
3409,13554,"Maxton, NC: Laurinburg-Maxton"
3410,13555,"Montgomery, AL: Maxwell AFB"
3411,13556,"Marlboro, MA: Marlboro Airport"
3412,13557,"Moro, Papua New Guinea: Moro Airport"
3413,13558,"Minna, Nigeria: Minna Airport"
3414,13559,"Mexicali, Mexico: General Rodolfo Sanchez Taboada International"
3415,13560,"Milan, Italy: Malpensa"
3416,13561,"Maota, Samoa: Maota Airport"
3417,13562,"Maintirano, Madagascar: Maintirano Airport"
3418,13563,"Mora, Sweden: Mora Airport"
3419,13564,"McCarthy, AK: McCarthy Airport"
3420,13565,"Moruya, Australia: Moruya Airport"
3421,13566,"Mayumba, Gabon: Mayumba Airport"
3422,13567,"Maracay, Venezuela: Maracay Airport"
3423,13568,"Malindi, Kenya: Malindi Airport"
3424,13569,"Miyake Jima, Japan: Miyake Jima Airport"
3425,13570,"San Diego, CA: Montgomery Gibbs Executive"
3426,13571,"Mayaguana, The Bahamas: Mayaguana Airport"
3427,13572,"Marble Canyon, AZ: Cliff Dwellers"
3428,13573,"Matsuyama, Japan: Matsuyama Airport"
3429,13574,"May Creek, AK: May Creek Airport"
3430,13575,"McCall, ID: McCall Municipal"
3431,13576,"Mary, Turkmenistan: Mary Airport"
3432,13577,"Myrtle Beach, SC: Myrtle Beach International"
3433,13578,"Myitkyina, Burma: Myitkyina Airport"
3434,13579,"Mekoryuk, AK: Mekoryuk Airport"
3435,13580,"Marysville, CA: Yuba County"
3436,13581,"Mtwara, Tanzania: Mtwara Airport"
3437,13582,"Miri, Malaysia: Miri Airport"
3438,13584,"Mocimboa Da Praia, Mozambique: Mocimboa Da Praia Airport"
3439,13585,"Makung, Taiwan: Ma Kung AB"
3440,13586,"Mopti, Mali: Ambodedjo"
3441,13587,"Marana, AZ: Pinal Airpark"
3442,13588,"Marakei, Kiribati: Marakei Airport"
3443,13589,"Manizales, Colombia: La Nubia"
3444,13590,"Metz, France: Metz-Nancy Metz-Frescaty"
3445,13591,"Minj, Papua New Guinea: Minj Airport"
3446,13592,"Manzanillo, Cuba: Sierra Maestra International"
3447,13593,"Mazar-I-Sherif, Afghanistan: Mawlana Jalaluddin Muhammad Balkhi"
3448,13594,"Mazatlan, Mexico: General Rafael Buelna International"
3449,13595,"Marion, IN: Marion Municipal"
3450,13596,"Pottstown, PA: Pottstown Municipal"
3451,13597,"Robbinsville, NJ: Trenton-Robbinsville"
3452,13598,"Narrabri, Australia: Narrabri Airport"
3453,13599,"North Adams, MA: Harriman-and-West"
3454,13600,"Nagpur, India: Dr. Baba Saheb Ambedkar International"
3455,13601,"Nakhon Ratchasima, Thailand: Nakhon Ratchasima Airport"
3456,13602,"Nadi, Fiji: Nadi International"
3457,13603,"Nanchong, China: Nanchong Airport"
3458,13604,"Naples, Italy: Capodichino"
3459,13605,"Nassau, The Bahamas: Lynden Pindling International"
3460,13606,"Natal, Brazil: Augusto Severo"
3461,13607,"Napuka Islnd, French Polynesia: Napuka"
3462,13609,"Star Harbour, Solomon Islands: Nana"
3463,13610,"Nambaiyufa, Papua New Guinea: Nambaiyufa Airport"
3464,13611,"Naberevnye Chelny, Russia: Begishevo"
3465,13612,"New Orleans, LA: New Orleans NAS JRB"
3466,13613,"Newburgh, NY: Newburgh Airport"
3467,13614,"Bangkok, Thailand: Suvarnabhumi International"
3468,13616,"Nairobi, Kenya: Nairobi Jomo Kenyatta International"
3469,13617,"Glenview, IL: Glenview NAS"
3470,13618,"Guantanamo, Cuba: Guantanamo Bay NS"
3471,13619,"Gastonia, NC: Gastonia Municipal"
3472,13620,"Smithfield, NC: Johnston Regional"
3473,13621,"Shelby, NC: Shelby-Cleveland County Regional"
3474,13622,"Currituck, NC: Currituck County Regional"
3475,13623,"Kenansville, NC: Duplin County"
3476,13624,"North Caicos, Turks and Caicos Islands: North Caicos International"
3477,13625,"Nice, France: Nice Cote d'Azur"
3478,13626,"Nachingwea, Tanzania: Nachingwea Airport"
3479,13627,"Necocli, Colombia: Necocli Airport"
3480,13628,"Newcastle, United Kingdom: Newcastle Airport"
3481,13629,"Chenega, AK: Chenega Bay"
3482,13630,"North Kingstown, RI: Quonset State Air Reserve National Guard Helipad"
3483,13631,"Subic Bay, Philippines: Cubi Point NAS"
3484,13632,"Marietta, GA: Dobbins ARB"
3485,13633,"Newcastle, South Africa: Newcastle Airport"
3486,13634,"Nicoya, Costa Rica: Miguel Angel Castillo Zumbado"
3487,13635,"Nukus, Uzbekistan: Nukus Airport"
3488,13636,"Annecy, France: Annecy Meythet"
3489,13637,"Kindred, ND: Robert Odegaard Field"
3490,13638,"Nouadhibou, Mauritania: Nouadhibou Airport"
3491,13639,"Nanded, India: Nanded Airport"
3492,13641,"Ndjamena, Chad: Hassan Djamous"
3493,13642,"Ndele, Central African Republic: Ndele Airport"
3494,13643,"Nador, Morocco: El Aroui International"
3495,13644,"Cuxhaven, Germany: Nordholz-Spieka"
3496,13645,"Gothenburg, NE: Gothenburg Municipal"
3497,13646,"Blair, NE: Blair Municipal"
3498,13647,"Brunswick, GA: Glynco NAS"
3499,13648,"Negril, Jamaica: Negril Airport"
3500,13650,"Lakehurst, NJ: Lakehurst/Maxfield Field"
3501,13651,"Neryungri, Russia: Neryungri Airport"
3502,13652,"New Bight, The Bahamas: New Bight Airport"
3503,13653,"Sam Neua, Laos: Samneua"
3504,13654,"Nevis, Saint Kitts and Nevis: Vance Winkworth Amory"
3505,13655,"New Orleans, LA: Lakefront"
3506,13656,"Fallon, NV: Fallon NAS"
3507,13657,"Young, Australia: Young Airport"
3508,13658,"Ningbo, China: Lishe"
3509,13659,"Grand Canyon, AZ: North Rim"
3510,13660,"Anegada, British Virgin Islands: Auguste George"
3511,13661,"N'Gaoundere, Cameroon: N'Gaoundere Airport"
3512,13662,"Kaneohe, HI: Kaneohe Bay MCAS"
3513,13663,"Guam, TT: Agana NAS"
3514,13664,"Nagoya, Japan: Nagoya Airport"
3515,13665,"Corpus Christi, TX: Corpus Christi NAS"
3516,13666,"Nagasaki, Japan: Nagasaki Airport"
3517,13667,"Norfolk, VA: Norfolk NS"
3518,13668,"Alameda, CA: Alameda NAS"
3519,13669,"Nha-Trang, Vietnam: Nha Trang"
3520,13670,"Dubai, United Arab Emirates: Minhad AB"
3521,13671,"Patuxent River, MD: Patuxent River NAS"
3522,13672,"Northolt, United Kingdom: RAF Northolt"
3523,13673,"Nuku Hiva, French Polynesia: Nuku Hiva Fr.Poly."
3524,13674,"Brunswick, ME: Brunswick Executive"
3525,13675,"Nimba, Liberia: Nimba Airport"
3526,13676,"Nikolai, AK: Nikolai Airport"
3527,13677,"Nicosia, Cyprus: Nicosia Airport"
3528,13678,"Niblack, AK: Niblack Airport"
3529,13679,"Nikunau, Kiribati: Nikunau Airport"
3530,13680,"Niamey, Niger: Diori Hamani"
3531,13681,"Ninilchik, AK: Ninilchik Airport"
3532,13682,"Jacksonville, FL: Jacksonville NAS"
3533,13683,"Niort, France: Niort Airport"
3534,13684,"Nioro, Mali: Nioro Airport"
3535,13685,"Berlin, NJ: Camden County"
3536,13686,"West Creek, NJ: Eagles Nest"
3537,13687,"Atsugi, Japan: Atsugi NAF"
3538,13688,"Nizhnevartovsk, Russia: Nizhnevartovsk Airport"
3539,13689,"El Centro, CA: El Centro NAF"
3540,13690,"Nkan, Gabon: Nkan Airport"
3541,13691,"Nouakchott, Mauritania: Nouakchott Airport"
3542,13692,"Nanjing, China: Lukou"
3543,13693,"Naukiti, AK: Naukiti Airport"
3544,13694,"Nagoya, Japan: Chubu Centrair International"
3545,13695,"Nankina, Papua New Guinea: Nankina Airport"
3546,13696,"Nkongsamba, Cameroon: Nkongsamba Airport"
3547,13697,"Cherry Point, NC: Cherry Point MCAS"
3548,13698,"Nichen Cove, AK: Nichin Cove Seaplane Base"
3549,13699,"Diego Garcia, British Indian Ocean Territory: Diego Garcia Nsf"
3550,13700,"San Diego, CA: Miramar MCAS"
3551,13701,"Ndola, Zambia: Ndola Airport"
3552,13702,"Lemoore, CA: Lemoore NAS"
3553,13703,"Nuevo Laredo, Mexico: Quetzalcoatl International"
3554,13704,"Nelson Lagoon, AK: Nelson Lagoon Airport"
3555,13705,"Norfolk Island, Australia: Norfolk Island Airport"
3556,13706,"Kinshasa, Congo (Kinshasa): N'Dolo"
3557,13707,"Nelspruit, South Africa: Nelspruit Airport"
3558,13708,"Nicholson, Australia: Nicholson Station"
3559,13709,"Norman's Cay, The Bahamas: Norman's Cay Airport"
3560,13710,"Nightmute, AK: Nightmute Airport"
3561,13711,"San Miguel, Panama: San Miguel Airport"
3562,13712,"Kenitra, Morocco: Kenitra Airport"
3563,13713,"Nanning, China: Wuxu"
3564,13714,"Naknek, AK: Naknek Airport"
3565,13715,"Nondalton, AK: Nondalton Airport"
3566,13716,"Nanuque, Brazil: Nanuque Airport"
3567,13717,"Nanyang, China: Nanyang East"
3568,13718,"Nowra, Australia: Nowra Airport"
3569,13719,"Connaught, Ireland: Ireland West Airport Knock"
3570,13720,"Nogales, Mexico: Nogales International"
3571,13721,"Nonouti, Kiribati: Nonouti Airport"
3572,13722,"Mactan Island, Philippines: Nab"
3573,13723,"Nordfjordur, Iceland: Nordfjordur Airport"
3574,13724,"Nossi-Be, Madagascar: Fascene"
3575,13725,"Novato, CA: Gnoss Field"
3576,13726,"Noumea, New Caledonia: Noumea La Tontouta"
3577,13727,"Huambo, Angola: Huambo Airport"
3578,13728,"Pensacola, FL: Pensacola NAS"
3579,13729,"Napier, New Zealand: Napier Airport"
3580,13730,"New Plymouth, New Zealand: New Plymouth Airport"
3581,13731,"Newport, RI: Newport State"
3582,13732,"Millington, TN: Millington Regional Jetport"
3583,13733,"Kingsville, TX: Kingsville NAS"
3584,13734,"Neuquen, Argentina: Presidente Peron"
3585,13736,"Key West, FL: Key West NAS"
3586,13737,"Newquay, United Kingdom: Newquay Airport"
3587,13738,"Narrandera, Australia: Narrandera Airport"
3588,13739,"Mayport, FL: Mayport NS"
3589,13740,"Afton, OK: Grand Lake Regional"
3590,13741,"Norrkoping, Sweden: Kungsangen"
3591,13742,"North Ronaldsay, United Kingdom: North Ronaldsay Airport"
3592,13743,"Ceiba, PR: Roosevelt Roads NAS"
3593,13744,"Tokyo, Japan: Narita International"
3594,13745,"Noosa, Australia: Noosa Aust."
3595,13746,"Bimini, The Bahamas: North Seaplane Base"
3596,13747,"Milton, FL: Whiting Field NAS North"
3597,13748,"Camp Springs, MD: Joint Base Andrews"
3598,13749,"Yaounde, Cameroon: Yaounde Nsimalen"
3599,13750,"Merritt Island, FL: NASA Shuttle Landing Facility"
3600,13751,"Nelson, New Zealand: Nelson Airport"
3601,13752,"Scone, Australia: Scone Airport"
3602,13753,"Nakhon Si Thammarat, Thailand: Nakhon Si Thammarat Airport"
3603,13754,"Sigonella, Italy: Sigonella Airport"
3604,13755,"Snap Lake, Canada: Snap Lake Mine/Debeers"
3605,13756,"Port Hueneme, CA: Point Mugu NAS"
3606,13757,"Nantes, France: Nantes Atlantique"
3607,13758,"Newcastle, Australia: Williamtown"
3608,13759,"Normanton, Australia: Normanton Airport"
3609,13760,"Santo Antao, Cape Verde: Santo Antao Airport"
3610,13761,"Wajima, Japan: Noto"
3611,13762,"Monterrey, Mexico: Del Norte International"
3612,13763,"Oceana, VA: Oceana NAS"
3613,13764,"Sun City, South Africa: Pilanesberg International"
3614,13765,"Nuremberg, Germany: Nuernberg"
3615,13766,"Nuguria, Papua New Guinea: Nuguria Airport"
3616,13767,"Nuiqsut, AK: Nuiqsut Airport"
3617,13768,"Nulato, AK: Nulato Airport"
3618,13769,"Pensacola, FL: Saufley Field NOLF"
3619,13770,"Nunapitchuk, AK: Nunapitchuk Airport"
3620,13771,"Mountain View, CA: Moffett Federal Airfield"
3621,13772,"Whidbey Island, WA: Whidbey Island NAS"
3622,13773,"Overton, NV: Perkins Field"
3623,13774,"Neiva, Colombia: Benito Salas"
3624,13775,"Nevada, MO: Nevada Municipal"
3625,13776,"Narvik, Norway: Narvik Airport"
3626,13777,"Navegantes, Brazil: Ministro Victor Konder International"
3627,13778,"Norwich, United Kingdom: Norwich Airport"
3628,13780,"Willow Grove, PA: Willow Grove NAS JRB"
3629,13781,"Kingston, NY: Kingston Ulster"
3630,13782,"Fulton, NY: Oswego County"
3631,13783,"Oneonta, NY: F and F Airpark Inc"
3632,13784,"New York, NY: New York City Metropolitan Area"
3633,13785,"Yuma, AZ: Yuma MCAS/Yuma International"
3634,13786,"Nykoping, Sweden: Skavsta"
3635,13787,"Nyaung-U, Burma: Bagan"
3636,13788,"Jacksonville, FL: Cecil"
3637,13789,"Santa Ana, CA: El Toro MCAS"
3638,13790,"South Weymouth, MA: South Weymouth NAS"
3639,13791,"San Diego, CA: North Island NAS"
3640,13792,"Redding, CA: Benton Field"
3641,13793,"Orange, Australia: Orange Airport"
3642,13794,"Bagram, Afghanistan: Bagram Airport"
3643,13795,"Jacksonville/Camp Lejeune, NC: Albert J Ellis"
3644,13796,"Oakland, CA: Metropolitan Oakland International"
3645,13797,"Oamaru, New Zealand: Oamaru Airport"
3646,13798,"Olanchito, Honduras: El Arrayan"
3647,13799,"Oaxaca, Mexico: Xoxocotlan International"
3648,13801,"Obock, Djibouti: Obock Airport"
3649,13802,"Oberpfaffenhofen, Germany: Oberpfaffenhofen Airport"
3650,13803,"Obihiro, Japan: Obihiro Airport"
3651,13804,"Aubenas, France: Aubenas Airport"
3652,13805,"Oakland, MD: Garrett County"
3653,13806,"Kobuk, AK: Kobuk Airport"
3654,13808,"Ocean City, MD: Ocean City Municipal"
3655,13809,"Ocala, FL: Ocala International-Jim Taylor Field"
3656,13810,"Nacogdoches, TX: Nacogdoches A L Mangham Jr Regional"
3657,13811,"Oceanic, AK: Thumb Bay"
3658,13812,"Ocho Rios, Jamaica: Boscobel"
3659,13813,"Oceanside, CA: Bob Maxwell Memorial Airfield"
3660,13814,"Washington, NC: Washington Warren"
3661,13815,"Ouadda, Central African Republic: Ouadda Airport"
3662,13816,"Cordoba, Spain: Cordoba Airport"
3663,13817,"Oodnadatta, Australia: Oodnadatta Airport"
3664,13818,"Odense, Denmark: Odense Airport"
3665,13819,"Oakland, MD: Oakland Airport"
3666,13820,"Odessa, Ukraine: Odessa International"
3667,13821,"Oak Harbor, WA: A.J. Eisenberg"
3668,13822,"Oecusse, Timor-Leste: Oecusse Airport"
3669,13823,"Oernskoeldsvik, Sweden: Ornskoldsvik"
3670,13824,"Omaha, NE: Offutt AFB"
3671,13825,"Norfolk, NE: Norfolk Regional/Karl Stefan Memorial Field"
3672,13826,"Ofu, TT: Ofu Airport"
3673,13827,"Ogallala, NE: Searle Field"
3674,13828,"Orangeburg, SC: Orangeburg Municipal"
3675,13829,"Ogden, UT: Ogden-Hinckley"
3676,13830,"Kahului, HI: Kahului Airport"
3677,13831,"Yonaguni, Japan: Yonaguni Airport"
